"Name","ID","Runtime","Sweep","accuracy","epoch","n_epochs","batch_size","n_mels","n_fft","win_length","hop_length","f_max","mix_up","normalize","learning_rate","arch","valid_loss","train_loss"
"restful-sweep-178","bl16zvwt","758","q6jigga8","0.8849999904632568","81","80","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.4751828014850617","0.7243412137031555"
"whole-sweep-177","y4mymorc","688","zy4tbf3s","0.887499988079071","81","80","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.4946222305297851","0.7422646880149841"
"trim-sweep-176","dqse5wv8","705","zy4tbf3s","0.8849999904632568","81","80","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5278469324111938","0.7433640360832214"
"glad-sweep-97","iwm2ftkq","1373","cv68gtlf","0.8525000214576721","151","150","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5234155058860779","0.6382903456687927"
"vivid-sweep-133","d39d0fzj","794","c1rey6hw","0.8700000047683716","81","80","64","224","8192","3087","441","20000","0.4","true","0.01","resnet18","0.5056033134460449","0.7375208139419556"
"confused-sweep-175","3zpdz020","194","zy4tbf3s","0.8575000166893005","21","20","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5546554923057556","1.0102345943450928"
"eager-sweep-177","ai917dww","756","q6jigga8","0.875","81","80","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5219029784202576","0.738616943359375"
"upbeat-sweep-174","92cpmgim","191","zy4tbf3s","0.8774999976158142","21","20","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5218294262886047","1.0021474361419678"
"desert-sweep-148","zogi951z","785","pvv62165","0.8675000071525574","81","80","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.6469786763191223","0.9562220573425292"
"brisk-sweep-181","1ffsq940","788","q2bp6t59","0.8725000023841858","81","80","64","288","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5153145790100098","0.7294684648513794"
"toasty-sweep-173","yu6j994a","195","zy4tbf3s","0.8774999976158142","21","20","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5051605105400085","1.022034764289856"
"volcanic-sweep-176","5tehsa1j","782","q6jigga8","0.8725000023841858","81","80","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5142902731895447","0.7365099191665649"
"resilient-sweep-175","yw18gamr","211","q6jigga8","0.8650000095367432","21","20","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5074277520179749","1.0106792449951172"
"driven-sweep-172","qc45z5xw","198","zy4tbf3s","0.8774999976158142","21","20","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.4988318383693695","0.9918410181999208"
"absurd-sweep-171","dw5kgf56","191","zy4tbf3s","0.8799999952316284","21","20","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5245862007141113","1.0029464960098269"
"giddy-sweep-174","t6153rxw","215","q6jigga8","0.8774999976158142","21","20","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.4970061480998993","0.9954887628555298"
"classic-sweep-170","7qiq4tr9","113","zy4tbf3s","0.8399999737739563","11","10","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5685850381851196","1.2325894832611084"
"eager-sweep-173","bmne41ce","211","q6jigga8","0.8999999761581421","21","20","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.43700703978538513","1.0217866897583008"
"jumping-sweep-169","3uibkann","109","zy4tbf3s","0.8299999833106995","11","10","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.644591212272644","1.2139341831207275"
"daily-sweep-172","1zoy1q0w","217","q6jigga8","0.8575000166893005","21","20","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5342046022415161","0.989600956439972"
"pleasant-sweep-168","26yidm8q","118","zy4tbf3s","0.824999988079071","11","10","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.6156843304634094","1.2192376852035522"
"exalted-sweep-171","io2cgyr6","203","q6jigga8","0.8600000143051147","21","20","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5076555013656616","1.0008465051651"
"golden-sweep-132","dv5yalqc","775","c1rey6hw","0.8849999904632568","81","80","64","224","8192","2646","441","20000","0.4","true","0.01","resnet18","0.45551639795303345","0.7360245585441589"
"leafy-sweep-170","egyew231","122","q6jigga8","0.8575000166893005","11","10","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.4730554819107056","1.2195541858673096"
"copper-sweep-167","cw6yby7z","110","zy4tbf3s","0.824999988079071","11","10","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5734742879867554","1.209864854812622"
"smooth-sweep-147","9t28d21y","765","pvv62165","0.8374999761581421","81","80","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.6736834049224854","0.9467312693595886"
"easy-sweep-169","qqjhx1tn","122","q6jigga8","0.8475000262260437","11","10","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5321165919303894","1.2133090496063232"
"jolly-sweep-166","ckpenfmh","111","zy4tbf3s","0.8349999785423279","11","10","64","224","4096","1764","705","20000","0.4","true","0.01","resnet18","0.5650191307067871","1.235266089439392"
"drawn-sweep-180","deg77084","800","q2bp6t59","0.9175000190734864","81","80","64","256","4096","1764","441","20000","0.4","true","0.01","resnet18","0.4434260129928589","0.7319843173027039"
"rare-sweep-168","h6dglcr0","123","q6jigga8","0.8600000143051147","11","10","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5120538473129272","1.2062883377075195"
"deep-sweep-165","utk96vk9","692","zy4tbf3s","0.8675000071525574","81","80","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.4991125762462616","0.7381029725074768"
"genial-sweep-167","lqlk7gpi","125","q6jigga8","0.8725000023841858","11","10","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.4579041600227356","1.2083920240402222"
"clean-sweep-166","7o96f3vi","120","q6jigga8","0.8299999833106995","11","10","64","224","4096","1764","441","19000","0.4","true","0.01","resnet18","0.5482838153839111","1.2291103601455688"
"still-sweep-96","d9lqmbx4","1427","cv68gtlf","0.8550000190734863","151","150","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5576927065849304","0.6292552351951599"
"daily-sweep-165","8mo5lsjo","753","q6jigga8","0.8999999761581421","81","80","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.4142357110977173","0.739387035369873"
"visionary-sweep-131","tb6m3lgz","793","c1rey6hw","0.8924999833106995","81","80","64","224","8192","2205","441","20000","0.4","true","0.01","resnet18","0.4561653137207031","0.7316951155662537"
"solar-sweep-164","gw6fgs98","695","zy4tbf3s","0.8924999833106995","81","80","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.4895540177822113","0.7467672824859619"
"legendary-sweep-146","r1l3qapd","754","pvv62165","0.8475000262260437","81","80","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.6857542395591736","0.9514784216880798"
"sandy-sweep-163","yx7j0s9a","695","zy4tbf3s","0.8700000047683716","81","80","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5394057631492615","0.7266486287117004"
"silver-sweep-179","vn7eea0q","805","q2bp6t59","0.8675000071525574","81","80","64","256","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5505041480064392","0.7434789538383484"
"efficient-sweep-145","ejqbypu8","206","pvv62165","0.8650000095367432","21","20","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5693762302398682","1.333424687385559"
"revived-sweep-164","sp9l7pox","765","q6jigga8","0.8899999856948853","81","80","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.4626113772392273","0.7447556853294373"
"worldly-sweep-144","pxqfhzvk","215","pvv62165","0.862500011920929","21","20","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.524967610836029","1.3410613536834717"
"rich-sweep-163","pih73x9r","752","q6jigga8","0.887499988079071","81","80","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.454473614692688","0.7258570194244385"
"rosy-sweep-143","3udippzz","210","pvv62165","0.8650000095367432","21","20","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5316078066825867","1.3532596826553345"
"whole-sweep-162","ixy1bnkx","715","zy4tbf3s","0.862500011920929","81","80","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5798652768135071","0.7402272820472717"
"iconic-sweep-130","673mx36y","789","c1rey6hw","0.887499988079071","81","80","64","224","8192","1764","441","20000","0.4","true","0.01","resnet18","0.4611237049102783","0.734352707862854"
"swept-sweep-161","c9y37seh","697","zy4tbf3s","0.8550000190734863","81","80","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.572408139705658","0.7413146495819092"
"breezy-sweep-142","mq010lty","212","pvv62165","0.8650000095367432","21","20","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5241202712059021","1.322656512260437"
"fine-sweep-160","xklmwm25","204","zy4tbf3s","0.8700000047683716","21","20","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5028014183044434","1.0059814453125"
"leafy-sweep-178","sc9lqbpz","774","q2bp6t59","0.8700000047683716","81","80","64","256","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5240217447280884","0.7180753350257874"
"feasible-sweep-95","o2qzvbxg","1276","cv68gtlf","0.8799999952316284","141","140","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.47455069422721863","0.642451286315918"
"misty-sweep-159","9ruo3qta","192","zy4tbf3s","0.875","21","20","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5354650020599365","1.0026462078094482"
"true-sweep-158","ag4cx98v","198","zy4tbf3s","0.8799999952316284","21","20","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5365869998931885","1.0260268449783323"
"crisp-sweep-141","sn2bav6d","215","pvv62165","0.8650000095367432","21","20","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5483278036117554","1.3452281951904297"
"exalted-sweep-162","dkzfuyjr","742","q6jigga8","0.8774999976158142","81","80","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5133148431777954","0.7432915568351746"
"vibrant-sweep-140","vuzdukuv","119","pvv62165","0.8399999737739563","11","10","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5614808201789856","1.6369138956069946"
"copper-sweep-157","rc7y4abu","196","zy4tbf3s","0.8600000143051147","21","20","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5448994636535645","0.9892682433128356"
"eager-sweep-156","l0gkznp9","199","zy4tbf3s","0.8600000143051147","21","20","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5305691361427307","1.0051769018173218"
"resilient-sweep-139","6afkw56w","119","pvv62165","0.8475000262260437","11","10","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5461958646774292","1.6442904472351074"
"eager-sweep-161","yje01iz7","768","q6jigga8","0.8725000023841858","81","80","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.48894619941711426","0.7396931648254395"
"divine-sweep-160","erpohfcz","213","q6jigga8","0.8799999952316284","21","20","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.46114131808280945","1.0066430568695068"
"dulcet-sweep-155","putw20bg","113","zy4tbf3s","0.8399999737739563","11","10","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5511329174041748","1.2183736562728882"
"royal-sweep-138","hp7y6u1p","118","pvv62165","0.8550000190734863","11","10","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5627679824829102","1.6404980421066284"
"dainty-sweep-129","c5jue1wp","791","c1rey6hw","0.8725000023841858","81","80","64","224","8192","1323","441","20000","0.4","true","0.01","resnet18","0.46304598450660706","0.7332200407981873"
"clear-sweep-154","zo53abmh","109","zy4tbf3s","0.8374999761581421","11","10","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.6037184000015259","1.211647629737854"
"celestial-sweep-137","su2r7pl9","123","pvv62165","0.8500000238418579","11","10","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5467708110809326","1.6233786344528198"
"cosmic-sweep-159","imj6xzzz","210","q6jigga8","0.875","21","20","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.517565131187439","1.003421187400818"
"polished-sweep-158","6fr027ym","219","q6jigga8","0.8824999928474426","21","20","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.431588351726532","1.0232025384902954"
"amber-sweep-153","fj7pkj12","113","zy4tbf3s","0.8324999809265137","11","10","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.6299732327461243","1.2137290239334106"
"helpful-sweep-136","4ib07e4k","119","pvv62165","0.8600000143051147","11","10","64","224","4096","1764","441","20000","0.9","true","0.01","resnet18","0.5693212151527405","1.6396944522857666"
"resilient-sweep-177","hs5i8ovb","781","q2bp6t59","0.862500011920929","81","80","64","256","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5329285264015198","0.7317554950714111"
"giddy-sweep-152","et88kdzk","113","zy4tbf3s","0.8374999761581421","11","10","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.6063923835754395","1.1978342533111572"
"solar-sweep-157","aba7nrjc","209","q6jigga8","0.8700000047683716","21","20","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.48417481780052185","0.9841006398200988"
"volcanic-sweep-156","4jhby1yb","219","q6jigga8","0.8475000262260437","21","20","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.516736626625061","1.002577543258667"
"honest-sweep-151","vwo1fni4","115","zy4tbf3s","0.8525000214576721","11","10","64","224","4096","1764","661","20000","0.4","true","0.01","resnet18","0.5308317542076111","1.2357821464538574"
"legendary-sweep-155","hy6kr98b","115","q6jigga8","0.8500000238418579","11","10","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5233370661735535","1.2281203269958496"
"fearless-sweep-150","16h9qbns","710","zy4tbf3s","0.887499988079071","81","80","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.48786598443984985","0.7441296577453613"
"fast-sweep-154","j3lp5oce","123","q6jigga8","0.8550000190734863","11","10","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5668428540229797","1.226789474487305"
"worldly-sweep-153","tfyiy51s","121","q6jigga8","0.8450000286102295","11","10","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5642127394676208","1.221353530883789"
"upbeat-sweep-128","yqbvniqf","780","c1rey6hw","0.8725000023841858","81","80","64","224","8192","882","441","20000","0.4","true","0.01","resnet18","0.4918954074382782","0.743984043598175"
"visionary-sweep-152","fl1dngdo","122","q6jigga8","0.8475000262260437","11","10","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5366368889808655","1.2129621505737305"
"ruby-sweep-94","apia83hc","1316","cv68gtlf","0.8600000143051147","141","140","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5128070712089539","0.6515629887580872"
"dainty-sweep-151","zl24pq6b","124","q6jigga8","0.8450000286102295","11","10","64","224","4096","1764","441","18000","0.4","true","0.01","resnet18","0.5410494804382324","1.230703353881836"
"dashing-sweep-135","csblksjb","756","pvv62165","0.862500011920929","81","80","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.6184197068214417","0.9289494752883912"
"mild-sweep-176","jdsheocz","795","q2bp6t59","0.8700000047683716","81","80","64","256","4096","1764","441","20000","0.4","true","0.01","resnet18","0.4792775809764862","0.734477162361145"
"stellar-sweep-149","6d9ljsfn","695","zy4tbf3s","0.8824999928474426","81","80","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.515194296836853","0.7440393567085266"
"toasty-sweep-150","3lmj64e3","784","q6jigga8","0.8999999761581421","81","80","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.4444786310195923","0.7422379851341248"
"iconic-sweep-148","zh4t7eje","717","zy4tbf3s","0.875","81","80","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5147026181221008","0.7232138514518738"
"graceful-sweep-127","4cqb7pe5","801","c1rey6hw","0.8475000262260437","81","80","64","224","8192","441","441","20000","0.4","true","0.01","resnet18","0.608218252658844","0.7591759562492371"
"stoic-sweep-149","q1wgcgin","742","q6jigga8","0.887499988079071","81","80","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.5168461203575134","0.7486387491226196"
"celestial-sweep-175","4s4saxth","743","q2bp6t59","0.8924999833106995","81","80","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.4797540605068207","0.7324008345603943"
"electric-sweep-134","izxjd9nm","786","pvv62165","0.8349999785423279","81","80","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.6507639288902283","0.9300094842910768"
"apricot-sweep-147","ewstqjqq","711","zy4tbf3s","0.8675000071525574","81","80","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5108448266983032","0.7366048693656921"
"jumping-sweep-148","732mc9t3","753","q6jigga8","0.8999999761581421","81","80","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.4566936194896698","0.7307724952697754"
"sandy-sweep-146","354lwvif","729","zy4tbf3s","0.862500011920929","81","80","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5389633178710938","0.7375724911689758"
"fresh-sweep-145","agnmrkx3","202","zy4tbf3s","0.8824999928474426","21","20","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.4597853720188141","1.008039951324463"
"crisp-sweep-144","rvayjxc3","198","zy4tbf3s","0.8824999928474426","21","20","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.522111177444458","0.9993273615837096"
"dulcet-sweep-93","kfeyrjdx","1324","cv68gtlf","0.8575000166893005","141","140","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5232105255126953","0.6413012742996216"
"restful-sweep-143","y9ejdi88","204","zy4tbf3s","0.8500000238418579","21","20","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5353846549987793","1.014906644821167"
"rare-sweep-142","lnn8gng6","192","zy4tbf3s","0.862500011920929","21","20","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5513566732406616","0.9808720946311952"
"earthy-sweep-126","30ayxf12","786","c1rey6hw","0.8849999904632568","81","80","64","224","8192","4410","441","20000","0.4","true","0.01","resnet18","0.5294836163520813","0.7429337501525879"
"distinctive-sweep-147","4wz13yr2","731","q6jigga8","0.8899999856948853","81","80","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.477482795715332","0.7391878962516785"
"lucky-sweep-141","vq91grzu","202","zy4tbf3s","0.8675000071525574","21","20","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5357412099838257","1.0078210830688477"
"worthy-sweep-140","07yske10","115","zy4tbf3s","0.8349999785423279","11","10","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5535205006599426","1.2250473499298096"
"cosmic-sweep-174","fvxg82iy","772","q2bp6t59","0.9024999737739564","81","80","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.4650818705558777","0.7443166971206665"
"helpful-sweep-133","x4e1rbeb","782","pvv62165","0.8725000023841858","81","80","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.6223058104515076","0.9184154272079468"
"fresh-sweep-139","b2uqibzy","114","zy4tbf3s","0.8424999713897705","11","10","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5230815410614014","1.2239001989364624"
"sandy-sweep-146","ic712xra","761","q6jigga8","0.8799999952316284","81","80","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.47331759333610535","0.7412059307098389"
"vibrant-sweep-145","h5vqdduc","223","q6jigga8","0.8725000023841858","21","20","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.44382765889167786","1.0125229358673096"
"charmed-sweep-138","p3u13xuu","115","zy4tbf3s","0.8274999856948853","11","10","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5610514283180237","1.2051539421081543"
"wobbly-sweep-137","6sv16kpp","116","zy4tbf3s","0.8575000166893005","11","10","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5258508920669556","1.2002826929092407"
"light-sweep-144","b28uub5t","211","q6jigga8","0.8774999976158142","21","20","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.46190616488456726","1.0010074377059937"
"good-sweep-143","g35on326","212","q6jigga8","0.8949999809265137","21","20","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.4288206100463867","1.0245815515518188"
"visionary-sweep-136","leeszazj","118","zy4tbf3s","0.8299999833106995","11","10","64","224","4096","1764","617","20000","0.4","true","0.01","resnet18","0.5711889863014221","1.2297555208206177"
"hearty-sweep-142","8je72hwg","210","q6jigga8","0.8824999928474426","21","20","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.49556809663772583","0.9870930314064026"
"morning-sweep-141","e7fqz70b","213","q6jigga8","0.8650000095367432","21","20","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.4756916165351868","1.009494066238403"
"classic-sweep-135","qhjqqj8d","720","zy4tbf3s","0.8774999976158142","81","80","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.47802382707595825","0.7358771562576294"
"hardy-sweep-125","rw81t819","793","c1rey6hw","0.8974999785423279","81","80","64","224","8192","3969","441","20000","0.4","true","0.01","resnet18","0.5218657851219177","0.7420570254325867"
"faithful-sweep-140","uzmshjub","122","q6jigga8","0.8774999976158142","11","10","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.4809369742870331","1.2230215072631836"
"expert-sweep-132","cwmwr5jo","755","pvv62165","0.8525000214576721","81","80","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.6026771664619446","0.9232882857322692"
"unique-sweep-173","kbz2sujx","772","q2bp6t59","0.887499988079071","81","80","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5134260058403015","0.7233487963676453"
"dutiful-sweep-139","g882fe3b","120","q6jigga8","0.8374999761581421","11","10","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.5941579341888428","1.2283748388290403"
"confused-sweep-138","alu52cxf","119","q6jigga8","0.8550000190734863","11","10","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.51426100730896","1.2158350944519043"
"crimson-sweep-92","y24q0jmo","1329","cv68gtlf","0.8475000262260437","141","140","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5117389559745789","0.6465444564819336"
"dandy-sweep-137","kv0rm6r1","121","q6jigga8","0.8399999737739563","11","10","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.5382076501846313","1.2036232948303225"
"earthy-sweep-134","m0dce0mj","730","zy4tbf3s","0.8725000023841858","81","80","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.493940532207489","0.7439067959785461"
"frosty-sweep-136","tknq1ct8","120","q6jigga8","0.8500000238418579","11","10","64","224","4096","1764","441","17000","0.4","true","0.01","resnet18","0.5253245830535889","1.22845721244812"
"fast-sweep-135","vercuksm","767","q6jigga8","0.8824999928474426","81","80","64","224","4096","1764","441","16000","0.4","true","0.01","resnet18","0.4643977880477905","0.7427676916122437"
"quiet-sweep-133","o07cp2l6","709","zy4tbf3s","0.875","81","80","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.49659815430641174","0.7256456017494202"
"earnest-sweep-124","q4iy7whg","790","c1rey6hw","0.8849999904632568","81","80","64","224","8192","3087","441","20000","0.4","true","0.01","resnet18","0.525499165058136","0.7422098517417908"
"olive-sweep-131","gzb9h8fr","754","pvv62165","0.8675000071525574","81","80","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.6418544054031372","0.9283739924430848"
"autumn-sweep-172","ybphyvkt","749","q2bp6t59","0.8725000023841858","81","80","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.5117319822311401","0.736296534538269"
"atomic-sweep-130","q4lnyyol","212","pvv62165","0.8374999761581421","21","20","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.5790916681289673","1.2982908487319946"
"comfy-sweep-132","4xla5sc6","743","zy4tbf3s","0.8675000071525574","81","80","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.4891040325164795","0.7398032546043396"
"logical-sweep-134","7wo5ln6i","754","q6jigga8","0.8824999928474426","81","80","64","224","4096","1764","441","16000","0.4","true","0.01","resnet18","0.5337153673171997","0.7493249177932739"
"divine-sweep-129","3qqoeb42","215","pvv62165","0.8725000023841858","21","20","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.5153800249099731","1.3017003536224363"
"confused-sweep-133","2wdpw0ok","752","q6jigga8","0.875","81","80","64","224","4096","1764","441","16000","0.4","true","0.01","resnet18","0.5087304711341858","0.7315625548362732"
"rose-sweep-131","0q5qk8kw","732","zy4tbf3s","0.8799999952316284","81","80","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5048213601112366","0.7389505505561829"
"woven-sweep-130","cvgu4qpj","204","zy4tbf3s","0.8675000071525574","21","20","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5322902798652649","1.0068528652191162"
"swift-sweep-128","oeyjliku","210","pvv62165","0.8700000047683716","21","20","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.5489989519119263","1.3121566772460938"
"hearty-sweep-123","fv9otk81","779","c1rey6hw","0.8824999928474426","81","80","64","224","8192","2646","441","20000","0.4","true","0.01","resnet18","0.49943941831588745","0.7409399151802063"
"desert-sweep-129","05uz89it","197","zy4tbf3s","0.8600000143051147","21","20","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5286828875541687","0.997392237186432"
"spring-sweep-128","enuqtwyt","206","zy4tbf3s","0.8799999952316284","21","20","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.4912715256214142","1.0156506299972534"
"gentle-sweep-91","5vyzv482","1340","cv68gtlf","0.8700000047683716","141","140","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.518838107585907","0.6383680701255798"
"lunar-sweep-171","2z3a1s1g","777","q2bp6t59","0.8774999976158142","81","80","64","224","4096","1764","441","20000","0.4","true","0.01","resnet18","0.47413626313209534","0.7347346544265747"
"skilled-sweep-127","3e3k67qu","213","pvv62165","0.8500000238418579","21","20","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.5598627328872681","1.3054022789001465"
"snowy-sweep-127","fu9clxul","204","zy4tbf3s","0.8600000143051147","21","20","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5168696045875549","0.98304945230484"
"summer-sweep-126","1eqnlk23","205","zy4tbf3s","0.8575000166893005","21","20","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5158807635307312","1.0012558698654177"
"clean-sweep-126","4mju3we5","212","pvv62165","0.8650000095367432","21","20","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.5560864806175232","1.302908182144165"
"sunny-sweep-125","0ak3vih5","117","zy4tbf3s","0.8349999785423279","11","10","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5652676224708557","1.2208291292190552"
"hardy-sweep-132","5oxzk5q6","763","q6jigga8","0.875","81","80","64","224","4096","1764","441","16000","0.4","true","0.01","resnet18","0.4563435018062592","0.7436420917510986"
"vibrant-sweep-125","4iwrhljg","121","pvv62165","0.8475000262260437","11","10","64","224","4096","1764","441","20000","0.8","true","0.01","resnet18","0.550217866897583","1.6056081056594849"
"gentle-sweep-124","4ef75b1q","115","zy4tbf3s","0.8475000262260437","11","10","64","224","4096","1764","573","20000","0.4","true","0.01","resnet18","0.5599381923675537","1.2212358713150024"
"ethereal-sweep-131","jn1y0ts8","740","q6jigga8","0.8799999952316284","81","80","64","224","4096","1764","441","16000","0.4","true","0.01","resnet18","0.47472426295280457","0.7493610978126526"
